titles,urls,ratings,n_favs,genres,authors
Yume de Furarete Hajimaru Yuri,https://myanimelist.net/manga/147541/Yume_de_Furarete_Hajimaru_Yuri,7.52,,[],[]
Author of My Own Destiny,https://myanimelist.net/manga/147661/Author_of_My_Own_Destiny,7.52,,[],[]
Shujinkou Nikki,https://myanimelist.net/manga/149674/Shujinkou_Nikki,7.52,,[],[]
Okitegami Kyouko no Bibouroku,https://myanimelist.net/manga/90993/Okitegami_Kyouko_no_Bibouroku,7.52,,[],[]
Haifuri,https://myanimelist.net/manga/93231/Haifuri,7.52,,[],[]
Kids Are All Right,https://myanimelist.net/manga/94320/Kids_Are_All_Right,7.52,,[],[]
Oroka na Tenshi wa Akuma to Odoru,https://myanimelist.net/manga/100079/Oroka_na_Tenshi_wa_Akuma_to_Odoru,7.52,,[],[]
Darling in the FranXX,https://myanimelist.net/manga/111512/Darling_in_the_FranXX,7.52,,[],[]
Blue! Blue! Blue!,https://myanimelist.net/manga/113294/Blue_Blue_Blue,7.52,,[],[]
Nyx no Lantern,https://myanimelist.net/manga/120779/Nyx_no_Lantern,7.52,,[],[]
Eris no Seihai,https://myanimelist.net/manga/122673/Eris_no_Seihai,7.52,,[],[]
Gilgamesh,https://myanimelist.net/manga/124145/Gilgamesh,7.52,,[],[]
Minegishi-san wa Ootsu-kun ni Tabesasetai,https://myanimelist.net/manga/128842/Minegishi-san_wa_Ootsu-kun_ni_Tabesasetai,7.52,,[],[]
A Returner's Magic Should Be Special,https://myanimelist.net/manga/132247/A_Returners_Magic_Should_Be_Special,7.52,,[],[]
Ai yori Aoshi,https://myanimelist.net/manga/75/Ai_yori_Aoshi,7.52,,[],[]
Maburaho,https://myanimelist.net/manga/120/Maburaho,7.52,,[],[]
Harlem Beat,https://myanimelist.net/manga/355/Harlem_Beat,7.52,,[],[]
Honggane,https://myanimelist.net/manga/631/Honggane,7.52,,[],[]
Taiyou no Ijiwaru,https://myanimelist.net/manga/951/Taiyou_no_Ijiwaru,7.52,,[],[]
Crossroad,https://myanimelist.net/manga/983/Crossroad,7.52,,[],[]
Cantarella,https://myanimelist.net/manga/984/Cantarella,7.52,,[],[]
Devil May Cry,https://myanimelist.net/manga/1423/Devil_May_Cry,7.52,,[],[]
Over Rev!,https://myanimelist.net/manga/1754/Over_Rev,7.52,,[],[]
Eat-Man,https://myanimelist.net/manga/1800/Eat-Man,7.52,,[],[]
Muhyo to Rouji no Mahouritsu Soudan Jimusho,https://myanimelist.net/manga/1925/Muhyo_to_Rouji_no_Mahouritsu_Soudan_Jimusho,7.52,,[],[]
GunSmith Cats Burst,https://myanimelist.net/manga/2908/GunSmith_Cats_Burst,7.52,,[],[]
Moyashimon,https://myanimelist.net/manga/2970/Moyashimon,7.52,,[],[]
Koukou Tekkenden Tough,https://myanimelist.net/manga/3286/Koukou_Tekkenden_Tough,7.52,,[],[]
Meitantei Yumemizu Kiyoshirou Jiken Note,https://myanimelist.net/manga/3675/Meitantei_Yumemizu_Kiyoshirou_Jiken_Note,7.52,,[],[]
Red Lion,https://myanimelist.net/manga/3926/Red_Lion,7.52,,[],[]
Strawberry Panic,https://myanimelist.net/manga/4974/Strawberry_Panic,7.52,,[],[]
Yumenara Samenaide,https://myanimelist.net/manga/5865/Yumenara_Samenaide,7.52,,[],[]
Toukaidou Hisame: Kagerou,https://myanimelist.net/manga/8364/Toukaidou_Hisame__Kagerou,7.52,,[],[]
Jisatsutou,https://myanimelist.net/manga/11434/Jisatsutou,7.52,,[],[]
Sabu to Ichi Torimono Hikae,https://myanimelist.net/manga/12427/Sabu_to_Ichi_Torimono_Hikae,7.52,,[],[]
Hanaya no Nikai de,https://myanimelist.net/manga/13869/Hanaya_no_Nikai_de,7.52,,[],[]
Sugiru Juunana no Haru,https://myanimelist.net/manga/15500/Sugiru_Juunana_no_Haru,7.52,,[],[]
Yasashii Sekai no Tsukurikata,https://myanimelist.net/manga/18939/Yasashii_Sekai_no_Tsukurikata,7.52,,[],[]
Boku wa Tomodachi ga Sukunai,https://myanimelist.net/manga/21621/Boku_wa_Tomodachi_ga_Sukunai,7.52,,[],[]
Miraijin Chaos,https://myanimelist.net/manga/22259/Miraijin_Chaos,7.52,,[],[]
Sensei no Kaban,https://myanimelist.net/manga/23218/Sensei_no_Kaban,7.52,,[],[]
Kariage-kun,https://myanimelist.net/manga/23659/Kariage-kun,7.52,,[],[]
Coda,https://myanimelist.net/manga/24183/Coda,7.52,,[],[]
Kokoro Connect,https://myanimelist.net/manga/24489/Kokoro_Connect,7.52,,[],[]
Negative-kun to Positive-kun,https://myanimelist.net/manga/25109/Negative-kun_to_Positive-kun,7.52,,[],[]
Hentai Ouji to Warawanai Neko.,https://myanimelist.net/manga/25876/Hentai_Ouji_to_Warawanai_Neko,7.52,,[],[]
Bleach Unmasked Short Stories,https://myanimelist.net/manga/26133/Bleach_Unmasked_Short_Stories,7.52,,[],[]
Hidan no Aria AA,https://myanimelist.net/manga/26771/Hidan_no_Aria_AA,7.52,,[],[]
Ookami Shoujo to Kuro Ouji,https://myanimelist.net/manga/28825/Ookami_Shoujo_to_Kuro_Ouji,7.52,,[],[]
Mahouka Koukou no Yuutousei,https://myanimelist.net/manga/41539/Mahouka_Koukou_no_Yuutousei,7.52,,[],[]
Himegoto: Juukyuusai no Seifuku,https://myanimelist.net/manga/43415/Himegoto__Juukyuusai_no_Seifuku,7.52,,[],[]
Crepuscule,https://myanimelist.net/manga/45771/Crepuscule,7.52,,[],[]
Tetsujin 28-gou,https://myanimelist.net/manga/46486/Tetsujin_28-gou,7.52,,[],[]
K Side:Blue,https://myanimelist.net/manga/47028/K_Side_Blue,7.52,,[],[]
Love Live!,https://myanimelist.net/manga/48251/Love_Live,7.52,,[],[]
ACCA: 13-ku Kansatsu-ka,https://myanimelist.net/manga/53539/ACCA__13-ku_Kansatsu-ka,7.52,,[],[]
Kyou no Cerberus,https://myanimelist.net/manga/57185/Kyou_no_Cerberus,7.52,,[],[]
"Kantai Collection 4-koma Comic: Fubuki, Ganbarimasu!",https://myanimelist.net/manga/63169/Kantai_Collection_4-koma_Comic__Fubuki_Ganbarimasu,7.52,,[],[]
Atom: The Beginning,https://myanimelist.net/manga/83411/Atom__The_Beginning,7.52,,[],[]
Chikyuu Umare no Anata e,https://myanimelist.net/manga/85081/Chikyuu_Umare_no_Anata_e,7.52,,[],[]
Toshokan no Aruji,https://myanimelist.net/manga/57767/Toshokan_no_Aruji,7.51,,[],[]
Marginal Operation,https://myanimelist.net/manga/57997/Marginal_Operation,7.51,,[],[]
Love Live! School Idol Diary,https://myanimelist.net/manga/60703/Love_Live_School_Idol_Diary,7.51,,[],[]
Fate/Extra CCC: Fox Tail,https://myanimelist.net/manga/61147/Fate_Extra_CCC__Fox_Tail,7.51,,[],[]
Kidou Senshi Gundam: Gyakushuu no Char - Beltorchika's Children,https://myanimelist.net/manga/72431/Kidou_Senshi_Gundam__Gyakushuu_no_Char_-_Beltorchikas_Children,7.51,,[],[]
Yuusha Gojo Kumiai Kouryuugata Keijiban,https://myanimelist.net/manga/79377/Yuusha_Gojo_Kumiai_Kouryuugata_Keijiban,7.51,,[],[]
Magi no Okurimono,https://myanimelist.net/manga/82041/Magi_no_Okurimono,7.51,,[],[]
Durarara!! RE;Dollars-hen,https://myanimelist.net/manga/85707/Durarara_RE_Dollars-hen,7.51,,[],[]
Major 2nd,https://myanimelist.net/manga/87201/Major_2nd,7.51,,[],[]
Sesuji wo Pin! to: Shikakou Kyougi Dance-bu e Youkoso,https://myanimelist.net/manga/88442/Sesuji_wo_Pin_to__Shikakou_Kyougi_Dance-bu_e_Youkoso,7.51,,[],[]
Nigeru wa Haji daga Yaku ni Tatsu,https://myanimelist.net/manga/88590/Nigeru_wa_Haji_daga_Yaku_ni_Tatsu,7.51,,[],[]
Meido no Koi wa Enma Shidai!,https://myanimelist.net/manga/110236/Meido_no_Koi_wa_Enma_Shidai,7.51,,[],[]
Moon Land,https://myanimelist.net/manga/117897/Moon_Land,7.51,,[],[]
Kono Kaisha ni Suki na Hito ga Imasu,https://myanimelist.net/manga/118819/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu,7.51,,[],[]
Kimetsu no Yaiba: Shiawase no Hana,https://myanimelist.net/manga/121118/Kimetsu_no_Yaiba__Shiawase_no_Hana,7.51,,[],[]
Nanatsu no Maken ga Shihai suru,https://myanimelist.net/manga/122975/Nanatsu_no_Maken_ga_Shihai_suru,7.51,,[],[]
Otoko Yamome mo Hana wa Saku,https://myanimelist.net/manga/123004/Otoko_Yamome_mo_Hana_wa_Saku,7.51,,[],[]
Ninkyou Tensei: Isekai no Yakuza Hime,https://myanimelist.net/manga/123065/Ninkyou_Tensei__Isekai_no_Yakuza_Hime,7.51,,[],[]
Fantasy Bishoujo Juniku Ojisan to,https://myanimelist.net/manga/123093/Fantasy_Bishoujo_Juniku_Ojisan_to,7.51,,[],[]
Mizu wa Umi ni Mukatte Nagareru,https://myanimelist.net/manga/124002/Mizu_wa_Umi_ni_Mukatte_Nagareru,7.51,,[],[]
Suicide Girl,https://myanimelist.net/manga/126099/Suicide_Girl,7.51,,[],[]
Kizudarake no Jinsei,https://myanimelist.net/manga/127452/Kizudarake_no_Jinsei,7.51,,[],[]
Kawaii nante Kiitenai!!,https://myanimelist.net/manga/129164/Kawaii_nante_Kiitenai,7.51,,[],[]
Maid-san wa Taberu dake,https://myanimelist.net/manga/129602/Maid-san_wa_Taberu_dake,7.51,,[],[]
Chikyuu Kiroku 0001,https://myanimelist.net/manga/131180/Chikyuu_Kiroku_0001,7.51,,[],[]
Kaishin no Ichigeki!,https://myanimelist.net/manga/131494/Kaishin_no_Ichigeki,7.51,,[],[]
Trillion Game,https://myanimelist.net/manga/132071/Trillion_Game,7.51,,[],[]
Nokemono-tachi no Yoru,https://myanimelist.net/manga/132120/Nokemono-tachi_no_Yoru,7.51,,[],[]
Itou Junji Kenkyuu: Horror no Shinen kara,https://myanimelist.net/manga/138343/Itou_Junji_Kenkyuu__Horror_no_Shinen_kara,7.51,,[],[]
The Monstrous Duke's Adopted Daughter,https://myanimelist.net/manga/140136/The_Monstrous_Dukes_Adopted_Daughter,7.51,,[],[]
The Skeleton Soldier Failed to Defend the Dungeon,https://myanimelist.net/manga/146761/The_Skeleton_Soldier_Failed_to_Defend_the_Dungeon,7.51,,[],[]
Barbarian Quest,https://myanimelist.net/manga/151053/Barbarian_Quest,7.51,,[],[]
Samishigariya no Love Letter,https://myanimelist.net/manga/92743/Samishigariya_no_Love_Letter,7.51,,[],[]
Koutetsujou no Kabaneri: Akatsuki,https://myanimelist.net/manga/98576/Koutetsujou_no_Kabaneri__Akatsuki,7.51,,[],[]
Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou,https://myanimelist.net/manga/102811/Kobayashi-san_Chi_no_Maid_Dragon__Kanna_no_Nichijou,7.51,,[],[]
Tensei shitara Ken deshita,https://myanimelist.net/manga/103144/Tensei_shitara_Ken_deshita,7.51,,[],[]
Kishuku Gakkou no Juliet,https://myanimelist.net/manga/103758/Kishuku_Gakkou_no_Juliet,7.51,,[],[]
Migi to Dali,https://myanimelist.net/manga/107774/Migi_to_Dali,7.51,,[],[]
Steins;Gate: Shijou Saikyou no Slight Fever,https://myanimelist.net/manga/28897/Steins_Gate__Shijou_Saikyou_no_Slight_Fever,7.51,,[],[]
Hanazakari no Kimitachi e: Special-hen,https://myanimelist.net/manga/36135/Hanazakari_no_Kimitachi_e__Special-hen,7.51,,[],[]
Senpai,https://myanimelist.net/manga/39959/Senpai,7.51,,[],[]
King of Bandit Jing,https://myanimelist.net/manga/394/King_of_Bandit_Jing,7.51,,[],[]
Ibara no Ou,https://myanimelist.net/manga/395/Ibara_no_Ou,7.51,,[],[]
Code Name wa Sailor V,https://myanimelist.net/manga/854/Code_Name_wa_Sailor_V,7.51,,[],[]
Yesterday wo Utatte,https://myanimelist.net/manga/1155/Yesterday_wo_Utatte,7.51,,[],[]
Gogo Monster,https://myanimelist.net/manga/1504/Gogo_Monster,7.51,,[],[]
Joshikousei: Girls-High,https://myanimelist.net/manga/1667/Joshikousei__Girls-High,7.51,,[],[]
Rurouni Kenshin: Yahiko no Sakabatou,https://myanimelist.net/manga/2333/Rurouni_Kenshin__Yahiko_no_Sakabatou,7.51,,[],[]
Pyuu to Fuku! Jaguar,https://myanimelist.net/manga/3084/Pyuu_to_Fuku_Jaguar,7.51,,[],[]
Keyaki no Ki,https://myanimelist.net/manga/3176/Keyaki_no_Ki,7.51,,[],[]
Happy World!,https://myanimelist.net/manga/3284/Happy_World,7.51,,[],[]
Harem☆Lodge,https://myanimelist.net/manga/3867/Harem☆Lodge,7.51,,[],[]
Plants Doll,https://myanimelist.net/manga/3980/Plants_Doll,7.51,,[],[]
Ginga Densetsu Weed,https://myanimelist.net/manga/4010/Ginga_Densetsu_Weed,7.51,,[],[]
Tenkuu Seiryuu - Innocent Dragon,https://myanimelist.net/manga/5325/Tenkuu_Seiryuu_-_Innocent_Dragon,7.51,,[],[]
Koutarou Makaritooru!,https://myanimelist.net/manga/5540/Koutarou_Makaritooru,7.51,,[],[]
Karate Shoukoushi Kohinata Minoru,https://myanimelist.net/manga/7075/Karate_Shoukoushi_Kohinata_Minoru,7.51,,[],[]
High School! Kimengumi,https://myanimelist.net/manga/7634/High_School_Kimengumi,7.51,,[],[]
Hachimitsu Darling,https://myanimelist.net/manga/8056/Hachimitsu_Darling,7.51,,[],[]
Boku wa Kiss de Uso wo Tsuku,https://myanimelist.net/manga/8340/Boku_wa_Kiss_de_Uso_wo_Tsuku,7.51,,[],[]
Kimi to Koi ni Ochiru Mahou de,https://myanimelist.net/manga/8522/Kimi_to_Koi_ni_Ochiru_Mahou_de,7.51,,[],[]
Yacchimai na!,https://myanimelist.net/manga/10081/Yacchimai_na,7.51,,[],[]
Mangaka-san to Assistant-san to,https://myanimelist.net/manga/11294/Mangaka-san_to_Assistant-san_to,7.51,,[],[]
Inu Jikan,https://myanimelist.net/manga/12733/Inu_Jikan,7.51,,[],[]
Replica,https://myanimelist.net/manga/13292/Replica,7.51,,[],[]
Guin Saga,https://myanimelist.net/manga/14066/Guin_Saga,7.51,,[],[]
Dosei Mansion,https://myanimelist.net/manga/15037/Dosei_Mansion,7.51,,[],[]
Ludwig B,https://myanimelist.net/manga/15517/Ludwig_B,7.51,,[],[]
Ladies versus Butlers!,https://myanimelist.net/manga/15937/Ladies_versus_Butlers,7.51,,[],[]
Kamichama Karin,https://myanimelist.net/manga/35/Kamichama_Karin,7.5,,[],[]
Densha Otoko: Bijo to Junjou Otaku Seinen no Net-Hatsu Love Story,https://myanimelist.net/manga/431/Densha_Otoko__Bijo_to_Junjou_Otaku_Seinen_no_Net-Hatsu_Love_Story,7.5,,[],[]
Bad Company,https://myanimelist.net/manga/444/Bad_Company,7.5,,[],[]
Uwasa no Midori-kun!!,https://myanimelist.net/manga/619/Uwasa_no_Midori-kun,7.5,,[],[]
3x3 Eyes,https://myanimelist.net/manga/662/3x3_Eyes,7.5,,[],[]
Take Moon,https://myanimelist.net/manga/780/Take_Moon,7.5,,[],[]
Shuffle!,https://myanimelist.net/manga/1788/Shuffle,7.5,,[],[]
Captain Tsubasa,https://myanimelist.net/manga/1789/Captain_Tsubasa,7.5,,[],[]
Captain Tsubasa: Road to 2002,https://myanimelist.net/manga/1791/Captain_Tsubasa__Road_to_2002,7.5,,[],[]
Ouji Romantica,https://myanimelist.net/manga/4590/Ouji_Romantica,7.5,,[],[]
Yami no Kodou,https://myanimelist.net/manga/7854/Yami_no_Kodou,7.5,,[],[]
Heart,https://myanimelist.net/manga/9222/Heart,7.5,,[],[]
Strike Witches: Suomus Iran-ko Chuutai Series,https://myanimelist.net/manga/10140/Strike_Witches__Suomus_Iran-ko_Chuutai_Series,7.5,,[],[]
